Id;Author;Title;Publisher;Year;Pages;Storage;Notes;CottageNumber
309;Джейкс Б.;Изгнанник.;Спб.;2004;352;8;;
310;Джейкс Б.;Жемчуг Лутры.;Спб.;2005;432;8;;
311;Джейкс Б.;Дозорный Отряд.;Спб.;2004;400;8;;
312;Джейкс Б.;Белые лисы.;Спб.;2004;416;8;;
313;Джейкс Б.;Легенда о Льюке.;Спб.;2005;418;8;;
314;Авт.-сост. Соковня И., Семенов Ф.;Первое свидание.;М.;2000;176;8;ил.;
315;Авт.-сост. Демин Б., Афанасьев В.;Секреты рыбалки.;М.;1999;176;8;ил.;
316;Щетников А.И.;Геометрия: Учебник для 7-8 класса средней школы. 10-е изд.;Новосибирск.;2007;92;8;;
317;Колмен М.;Нечестный футбол.;М.;2001;142;8;ил.;
318;Чернов Ю.В.;Сумасшедшая трясогузка.;Новосибирск.;2002;256;8;;
319;Сетон-Томпсон Э.;Маленькие дикари. Роман.;М.;2001;379;8;ил.;
320;Ласкер Эм.;Учебник шахматной игры.;М.;1980;351;8;ил.;
321;Маркуша А.;Мужчинам до 16 лет.;Новосибирск.;1984;344;8;ил.;
322;Перельман Я.И.;Занимательная арифметика: Загадки и диковинки в мире чисел.;М.;2003;255;8;ил.;
323;Перельман Я.И.;Веселые задачи.;М.;2003;287;8;ил.;
324;Колфер Й.;Артемис Фаул: Фантастический роман.;М.;2003;416;8;;
325;Колфер Й.;Артемис Фаул. Миссия в Артику: Фантастический роман.;М.;2003;448;8;;
326;Колфер Й.;Артемис Фаул. Код Вечности: Фантастический роман.;М.;2004;528;8;;
327;Колфер Й.;Артемис Фаул. Секретные материалы: Фантастический роман.;М.;2005;240;8;ил.;
328;Колфер Й.;Артемис Фаул. Ответный удар: Фантастический роман.;М.;2005;496;8;;
329;Колфер Й.;Космо Хилл. Супернатуралист: Фантастический роман.;М.;2005;384;8;;
330;Ролинг Дж. Г.;Гарри Поттер  и философский камень.;М.;2002;400;8;;
331;Ролинг ДЖ. Г.;Гарри Поттер и тайная комната.;М.;2002;480;8;;
332;Ролинг Дж. Г.;Гарри Поттер и узник Азкабана.;М.;2002;512;8;;
333;Ролинг Дж. Г.;Гарри Поттер и Кубок огня.;М.;2002;667;8;;
334;Ролинг Дж. Г.;Гарри Поттер и Принц-полукровка.;М.;2005;685;8;;
335;Ролинг Дж. Г.;Гарри Поттер и Дары Смерти.;М.;2007;640;8;;
336;Крапивин В.П.;Застава на Якорном поле. Фантастическая повесть.;М.;2002;189;8;;
337;Крапивин В.П.;Гуси-гуси, га-га-га…: повесть.;М.;2002;270;8;;
338;Крапивин В.П.;Топот шахматных лошадок: Романы, повесть.;М.;2006;608;8;;
339;Крапивин В.П.;Выстрел с монитора: Повесть.;М.;2002;191;8;;
340;Федосеев Г.А.;Меченый.;Новосибирск.;1989;192;8;ил.;
341;Недоруб С.И.;Песочные часы: Фантастический роман.;М.;2008;384;8;;
342;Шалыгин В.В.;Черный Ангел: Фантастический роман.;М.;2008;384;8;;
343;Левицкий А.;Выбор оружия: Фантастический роман.;М.;2007;384;8;;
344;Пулман Ф.;Северное Сияние: Роман.;М.;2003;445;8;;
345;Пулман Ф.;Чудесный нож: Роман.;М.;2004;413;8;;
346;Лукьяненко С.В.;Последний Дозор: фантаст. роман.;М.;2006;394;8;;
347;Лукьяненко С.В.;Холодные берега : фантаст. Роман;М.;2007;381;8;;
348;Лукьяненко С.В.;Сумеречный Дозор: фантаст. роман.;М.;2006;445;8;;
349;Лукьяненко С.В.;Близится утро: фантаст. роман.;М.;2007;380;8;;
350;Лукьяненко С.В.;Конкуренты: фантаст. роман.;М.;2008;349;8;;
351;Глушков Р.;Свинцовый закат: фантаст. роман.;М.;2008;384;8;;
352;Янковский Д.В.;Эпицентр удачи: фантаст. роман.;М.;2008;352;8;;
353;Степанов А.;Дезертир: фантаст. Роман.;М.;2007;416;8;;
354;Глушков Р.А.;Холодная кровь: фантаст. роман.;М.;2008;480;8;;
355;Орехов В.;Зона поражения: фантаст. роман.;М.;2007;416;8;;
356;Орехов В.;Линия огня: фантаст. роман.;М.;2008;416;8;;
357;Лукьяненко С.В.;Геном: фантаст. роман.;М.;2008;365;8;;
358;Пулман Ф.;Янтарный телескоп: роман.;М.;2004;653;8;;
359;Акунин Б.;Азазель. Роман.;М.;2007;224;8;;
360;Акунин Б.;Турецкий гамбит. Роман.;М.;2004;224;8;;
361;Акунин Б.;"""Левиафан"". Роман.";М.;2007;234;8;;
362;Акунин Б.;Алмазная колесница.роман.;М.;2007;720;8;;
363;Перумов Н.Д.;Земля без радости. Роман. ( Хроники Хьёрварда. Книга Эльтары и Аргниста).;М;2008;544;8;;
364;Перумов Н.Д.;Воин Великой Тьмы. Роман. ( Хроники Хьёрварда. Книга Арьяты и Трогвара).;М.;2007;544;8;;
365;Перумов Н.Д.;Алмазный Меч, Деревянный Меч. Роман в 2-х книгах. Книга 1.;М.;2008;480;8;;
366;;Настольная книга волшебника.;М.;2002;144;9;;
367;;Настольная книга волшебника: Колдовские вечеринки.;М.;2002;144;9;;
368;Сост. Приходько В.;Как хорошо уметь читать!: Рассказы.;М.;1987;158;9;ил.;
369;Успенский Э.Н.;Зима в Простоквашино.;М.;2000;80;9;ил.;
370;Носов Н.;Приключения Незнайки: Сказочная повесть. Рассказы.;М.;1993;384;9;ил.;
371;Рязанова Н.К., Смолина М.В.;Времена английского глагола. Сборник упражнений для факультативных занятий по англ. Яз.;М.;1970;111;9;;
372;Андерсен Г-Х.;Гадкий утёнок.;М.;1962;32;9;ил.;
373;Линдгрен А.;Малыш и Карлсон, который живет на крыше.;Спб.;2000;128;9;ил.;
374;Драгунский В.Ю.;Денискины рассказы.;М.;1999;192;9;ИЛ.;
375;Борисов Ю.Б., Борисова Л.В.;Учебник английского языка. Для III класса школ с преподаванием ряда предметов на иностранном языке.(второй год обучения).;М.;1977;240;9;;
376;;Родничок.Книга для чтения до трёх лет.;Тула;1994;207;9;ил.;
377;;Родничок. Книга для чтения детям 6-7 лет.;Тула.;1994;207;9;ил.;
378;Линдгрен А.;Карлсон, который живёт на крыше, прилетает вновь.;Спб.;1998;;9;ил.;
379;Свифт Дж.;Путешествия Лемюэля Гулливера.;Спб.;1998;96;9;ил.;
380;Сост. Г. Науменко.;Котенька-коток: Русские народные детские песенки.;М.;1994;112;9;ил.;
381;Успенский Э.Н.;Любимая девочка дяди Фёдора.;М.;2000;96;9;ил.;
382;Рябинин Б.С.;Друг, воспитанный тобой.;Магадан;1987;271;9;ил.;
383;Чуковский К.И.;Доктор Айболит.;Омск.;1993;104;9;ил.;
384;Шамов В.В.;Новосибирские сказки.;Новосибирск.;2003;144;9;ил.;
385;Волков А.М.;Волшебник Изумрудного города. Урфин Джюс и его деревянные солдаты.;Красноярск.;1992;160;9;ил.;
386;Успенский Э.Н.;Дядя Фёдор идёт в школу, или Нэнси из Интернета в Простоквашино.;М.;2000;112;9;ил.;
387;Успенский Э.Н.;Новые прядки в Простоквашино.;М.;2000;126;9;ил.;
388;Бианки В.В.;Тайна ночного леса.;М.;1998;120;9;ил.;
389;Успенский Э.Н.;Колобок против Дебиленко.;М.;2000;80;9;ил.;
390;Волков А.;Волшебник Изумрудного города.;М.;1991;216;9;ил.;
391;Дружков Ю.;Приключения Карандаша и Саиоделкина. Правдивая сказка.;М.;1994;160;9;ил.;
392;Банкевич Л.В.;Практическое пособие по английскому языку. Изд. 2-е.;М.;1976;391;9;рис.;
